nr,name,status,return_type,param_count,param1,param2,param3,param4,param5,param6
98,connect,ok,long,3,int fd,struct sockaddr * uservaddr,int addrlen,,,
99,accept,ok,long,3,int fd,struct sockaddr * upeer_sockaddr,int * upeer_addrlen,,,
100,getpriority,ok,long,2,int which,int who,,,,
101,rt_sigreturn,ok,long,1,struct pt_regs * regs,,,,,
102,rt_sigaction,ok,long,5,int sig,const struct sigaction * act,struct sigaction * oact,void * restorer,size_t sigsetsize,
103,rt_sigprocmask,ok,long,4,int how,sigset_t * nset,sigset_t * oset,size_t sigsetsize,,
104,rt_sigpending,ok,long,2,sigset_t * uset,size_t sigsetsize,,,,
105,rt_sigtimedwait,ok,long,4,const sigset_t * uthese,siginfo_t * uinfo,const struct __kernel_timespec * uts,size_t sigsetsize,,
106,rt_sigqueueinfo,ok,long,3,pid_t pid,int sig,siginfo_t * uinfo,,,
107,rt_sigsuspend,ok,long,2,sigset_t * unewset,size_t sigsetsize,,,,
108,setresuid32,ok,long,3,uid_t ruid,uid_t euid,uid_t suid,,,
109,getresuid32,ok,long,3,uid_t * ruid,uid_t * euid,uid_t * suid,,,
110,setresgid32,ok,long,3,gid_t rgid,gid_t egid,gid_t sgid,,,
111,getresgid32,ok,long,3,gid_t * rgid,gid_t * egid,gid_t * sgid,,,
112,setregid32,ok,long,2,gid_t rgid,gid_t egid,,,,
113,recvmsg,ok,long,3,int fd,struct user_msghdr * msg,unsigned int flags,,,
114,sendmsg,ok,long,3,int fd,struct user_msghdr * msg,unsigned int flags,,,
115,getgroups32,ok,long,2,int gidsetsize,gid_t * grouplist,,,,
116,gettimeofday,ok,long,2,struct __kernel_old_timeval * tv,struct timezone * tz,,,,
117,getrusage,ok,long,2,int who,struct rusage * ru,,,,
118,getsockopt,ok,long,5,int fd,int level,int optname,char * optval,int * optlen,
119,getcwd,ok,long,2,char * buf,unsigned long size,,,,
120,readv,ok,long,3,unsigned long fd,const struct iovec * vec,unsigned long vlen,,,
121,writev,ok,long,3,unsigned long fd,const struct iovec * vec,unsigned long vlen,,,
122,settimeofday,ok,long,2,struct __kernel_old_timeval * tv,struct timezone * tz,,,,
123,fchown,ok,long,3,unsigned int fd,uid_t user,gid_t group,,,
124,fchmod,ok,long,2,unsigned int fd,umode_t mode,,,,
125,recvfrom,ok,long,6,int fd,void * ubuf,size_t size,unsigned int flags,struct sockaddr * addr,int * addr_len
126,setreuid,ok,long,2,uid_t ruid,uid_t euid,,,,
127,setregid,ok,long,2,gid_t rgid,gid_t egid,,,,
128,rename,ok,long,2,const char * oldname,const char * newname,,,,
129,truncate,ok,long,2,const char * path,long length,,,,
130,ftruncate,ok,long,2,unsigned int fd,unsigned long length,,,,
131,flock,ok,long,2,unsigned int fd,unsigned int cmd,,,,
132,lstat64,ok,long,2,const char * filename,struct stat64 * statbuf,,,,
133,sendto,ok,long,6,int fd,void * buff,size_t len,unsigned int flags,struct sockaddr * addr,int addr_len
134,shutdown,ok,long,2,int fd,int how,,,,
135,socketpair,ok,long,4,int family,int type,int protocol,int * usockvec,,
136,mkdir,ok,long,2,const char * pathname,umode_t mode,,,,
137,rmdir,ok,long,1,const char * pathname,,,,,
138,utimes,ok,long,2,char * filename,struct __kernel_old_timeval * utimes,,,,
139,stat64,ok,long,2,const char * filename,struct stat64 * statbuf,,,,
140,sendfile64,ok,long,4,int out_fd,int in_fd,loff_t * offset,size_t count,,
141,getpeername,ok,long,3,int fd,struct sockaddr * usockaddr,int * usockaddr_len,,,
142,futex,ok,long,6,u32 * uaddr,int op,u32 val,const struct __kernel_timespec * utime,u32 * uaddr2,u32 val3
143,gettid,ok,long,0,,,,,,
144,getrlimit,ok,long,2,unsigned int resource,struct rlimit * rlim,,,,
145,setrlimit,ok,long,2,unsigned int resource,struct rlimit * rlim,,,,
146,pivot_root,ok,long,2,const char * new_root,const char * put_old,,,,
147,prctl,ok,long,5,int option,unsigned long arg2,unsigned long arg3,unsigned long arg4,unsigned long arg5,
148,pciconfig_read,ok,long,5,unsigned long bus,unsigned long dfn,unsigned long off,unsigned long len,void * buf,
149,pciconfig_write,ok,long,5,unsigned long bus,unsigned long dfn,unsigned long off,unsigned long len,void * buf,
150,getsockname,ok,long,3,int fd,struct sockaddr * usockaddr,int * usockaddr_len,,,
151,inotify_init,ok,long,0,,,,,,
152,inotify_add_watch,ok,long,3,int fd,const char * pathname,u32 mask,,,
153,poll,ok,long,3,struct pollfd * ufds,unsigned int nfds,int timeout_msecs,,,
154,getdents64,ok,long,3,unsigned int fd,struct linux_dirent64 * dirent,unsigned int count,,,
155,fcntl64,ok,long,3,unsigned int fd,unsigned int cmd,unsigned long arg,,,
156,inotify_rm_watch,ok,long,2,int fd,__s32 wd,,,,
157,statfs,ok,long,2,const char * pathname,struct statfs * buf,,,,
158,fstatfs,ok,long,2,unsigned int fd,struct statfs * buf,,,,
159,umount,ok,long,2,char * name,int flags,,,,
160,sched_set_affinity,ok,long,3,pid_t pid,unsigned int len,unsigned long * user_mask_ptr,,,
161,sched_get_affinity,ok,long,3,pid_t pid,unsigned int len,unsigned long * user_mask_ptr,,,
162,getdomainname,ok,long,2,char * name,int len,,,,
163,setdomainname,ok,long,2,char * name,int len,,,,
165,quotactl,ok,long,4,unsigned int cmd,const char * special,qid_t id,void * addr,,
166,set_tid_address,ok,long,1,int * tidptr,,,,,
167,mount,ok,long,5,char * dev_name,char * dir_name,char * type,unsigned long flags,void * data,
168,ustat,ok,long,2,unsigned dev,struct ustat * ubuf,,,,
169,setxattr,ok,long,5,const char * pathname,const char * name,const void * value,size_t size,int flags,
170,lsetxattr,ok,long,5,const char * pathname,const char * name,const void * value,size_t size,int flags,
171,fsetxattr,ok,long,5,int fd,const char * name,const void * value,size_t size,int flags,
172,getxattr,ok,long,4,const char * pathname,const char * name,void * value,size_t size,,
173,lgetxattr,ok,long,4,const char * pathname,const char * name,void * value,size_t size,,
174,getdents,ok,long,3,unsigned int fd,struct linux_dirent * dirent,unsigned int count,,,
175,setsid,ok,long,0,,,,,,
176,fchdir,ok,long,1,unsigned int fd,,,,,
177,fgetxattr,ok,long,4,int fd,const char * name,void * value,size_t size,,
178,listxattr,ok,long,3,const char * pathname,char * list,size_t size,,,
179,llistxattr,ok,long,3,const char * pathname,char * list,size_t size,,,
180,flistxattr,ok,long,3,int fd,char * list,size_t size,,,
181,removexattr,ok,long,2,const char * pathname,const char * name,,,,
182,lremovexattr,ok,long,2,const char * pathname,const char * name,,,,
183,sigpending,ok,long,1,old_sigset_t * uset,,,,,
184,query_module,notimp,,,,,,,,
185,setpgid,ok,long,2,pid_t pid,pid_t pgid,,,,
186,fremovexattr,ok,long,2,int fd,const char * name,,,,
187,tkill,ok,long,2,pid_t pid,int sig,,,,
188,exit_group,ok,long,1,int error_code,,,,,
189,uname,ok,long,1,struct old_utsname * name,,,,,
190,init_module,ok,long,3,void * umod,unsigned long len,const char * uargs,,,
191,personality,ok,long,1,unsigned int personality,,,,,
192,remap_file_pages,ok,long,5,unsigned long start,unsigned long size,unsigned long prot,unsigned long pgoff,unsigned long flags,
193,epoll_create,ok,long,1,int size,,,,,
194,epoll_ctl,ok,long,4,int epfd,int op,int fd,struct epoll_event * event,,
195,epoll_wait,ok,long,4,int epfd,struct epoll_event * events,int maxevents,int timeout,,
196,ioprio_set,ok,long,3,int which,int who,int ioprio,,,
197,getppid,ok,long,0,,,,,,
198,sigaction,ok,long,3,int sig,const struct old_sigaction * act,struct old_sigaction * oact,,,
199,sgetmask,ok,long,0,,,,,,
200,ssetmask,ok,long,1,int newmask,,,,,
201,sigsuspend,ok,long,1,old_sigset_t mask,,,,,
202,oldlstat,ok,long,2,const char * filename,struct stat * statbuf,,,,
203,uselib,ok,long,1,const char * library,,,,,
204,readdir,anon,long,3,unsigned int,struct old_linux_dirent *,unsigned int,,,
205,readahead,ok,long,3,int fd,loff_t offset,size_t count,,,
206,socketcall,ok,long,2,int call,unsigned long * args,,,,
207,syslog,ok,long,3,int type,char * buf,int len,,,
208,lookup_dcookie,notimp,,,,,,,,
209,fadvise64,ok,long,4,int fd,loff_t offset,size_t len,int advice,,
210,fadvise64_64,ok,long,4,int fd,loff_t offset,loff_t len,int advice,,
211,tgkill,ok,long,3,pid_t tgid,pid_t pid,int sig,,,
212,waitpid,ok,long,3,pid_t pid,int * stat_addr,int options,,,
213,swapoff,ok,long,1,const char * specialfile,,,,,
214,sysinfo,ok,long,1,struct sysinfo * info,,,,,
215,ipc,ok,long,6,unsigned int call,int first,unsigned long second,unsigned long third,void * ptr,long fifth
216,sigreturn,ok,long,0,,,,,,
217,clone,ok,long,5,unsigned long clone_flags,unsigned long newsp,int * parent_tidptr,int * child_tidptr,unsigned long tls,
218,ioprio_get,ok,long,2,int which,int who,,,,
219,adjtimex,ok,long,1,struct __kernel_timex * txc_p,,,,,
220,sigprocmask,ok,long,3,int how,old_sigset_t * nset,old_sigset_t * oset,,,
221,create_module,notimp,,,,,,,,
222,delete_module,ok,long,2,const char * name_user,unsigned int flags,,,,
223,get_kernel_syms,notimp,,,,,,,,
224,getpgid,ok,long,1,pid_t pid,,,,,
225,bdflush,notimp,,,,,,,,
226,sysfs,ok,long,3,int option,unsigned long arg1,unsigned long arg2,,,
227,afs_syscall,ok,long,0,,,,,,
228,setfsuid,ok,long,1,uid_t uid,,,,,
229,setfsgid,ok,long,1,gid_t gid,,,,,
230,_newselect,ok,long,5,int n,fd_set * inp,fd_set * outp,fd_set * exp,struct __kernel_old_timeval * tvp,
231,time,ok,long,1,__kernel_old_time_t * tloc,,,,,
232,splice,ok,long,6,int fd_in,loff_t * off_in,int fd_out,loff_t * off_out,size_t len,unsigned int flags
233,stime,ok,long,1,__kernel_old_time_t * tptr,,,,,
234,statfs64,ok,long,3,const char * pathname,size_t sz,struct statfs64 * buf,,,
235,fstatfs64,ok,long,3,unsigned int fd,size_t sz,struct statfs64 * buf,,,
236,_llseek,ok,long,5,unsigned int fd,unsigned long offset_high,unsigned long offset_low,loff_t * result,unsigned int whence,
237,mlock,ok,long,2,unsigned long start,size_t len,,,,
238,munlock,ok,long,2,unsigned long start,size_t len,,,,
239,mlockall,ok,long,1,int flags,,,,,
240,munlockall,ok,long,0,,,,,,
241,sched_setparam,ok,long,2,pid_t pid,struct sched_param * param,,,,
242,sched_getparam,ok,long,2,pid_t pid,struct sched_param * param,,,,
243,sched_setscheduler,ok,long,3,pid_t pid,int policy,struct sched_param * param,,,
244,sched_getscheduler,ok,long,1,pid_t pid,,,,,
245,sched_yield,ok,long,0,,,,,,
246,sched_get_priority_max,ok,long,1,int policy,,,,,
247,sched_get_priority_min,ok,long,1,int policy,,,,,
248,sched_rr_get_interval,ok,long,2,pid_t pid,struct __kernel_timespec * interval,,,,
249,nanosleep,ok,long,2,struct __kernel_timespec * rqtp,struct __kernel_timespec * rmtp,,,,
250,mremap,ok,long,5,unsigned long addr,unsigned long old_len,unsigned long new_len,unsigned long flags,unsigned long new_addr,
251,_sysctl,notimp,,,,,,,,
252,getsid,ok,long,1,pid_t pid,,,,,
253,fdatasync,ok,long,1,unsigned int fd,,,,,
254,nfsservctl,notimp,,,,,,,,
255,sync_file_range,ok,long,4,int fd,loff_t offset,loff_t nbytes,unsigned int flags,,
256,clock_settime,ok,long,2,const clockid_t which_clock,const struct __kernel_timespec * tp,,,,
257,clock_gettime,ok,long,2,const clockid_t which_clock,struct __kernel_timespec * tp,,,,
258,clock_getres,ok,long,2,const clockid_t which_clock,struct __kernel_timespec * tp,,,,
259,clock_nanosleep,ok,long,4,const clockid_t which_clock,int flags,const struct __kernel_timespec * rqtp,struct __kernel_timespec * rmtp,,
260,sched_getaffinity,ok,long,3,pid_t pid,unsigned int len,unsigned long * user_mask_ptr,,,
261,sched_setaffinity,ok,long,3,pid_t pid,unsigned int len,unsigned long * user_mask_ptr,,,
262,timer_settime,ok,long,4,timer_t timer_id,int flags,const struct __kernel_itimerspec * new_setting,struct __kernel_itimerspec * old_setting,,
263,timer_gettime,ok,long,2,timer_t timer_id,struct __kernel_itimerspec * setting,,,,
264,timer_getoverrun,ok,long,1,timer_t timer_id,,,,,
265,timer_delete,ok,long,1,timer_t timer_id,,,,,
266,timer_create,ok,long,3,const clockid_t which_clock,struct sigevent * timer_event_spec,timer_t * created_timer_id,,,
267,vserver,ok,long,0,,,,,,
268,io_setup,ok,long,2,unsigned nr_events,aio_context_t * ctxp,,,,
269,io_destroy,ok,long,1,aio_context_t ctx,,,,,
270,io_submit,ok,long,3,aio_context_t ctx_id,long nr,struct iocb * * iocbpp,,,
271,io_cancel,ok,long,3,aio_context_t ctx_id,struct iocb * iocb,struct io_event * result,,,
272,io_getevents,ok,long,5,aio_context_t ctx_id,long min_nr,long nr,struct io_event * events,struct __kernel_timespec * timeout,
273,mq_open,ok,long,4,const char * u_name,int oflag,umode_t mode,struct mq_attr * u_attr,,
274,mq_unlink,ok,long,1,const char * u_name,,,,,
275,mq_timedsend,ok,long,5,mqd_t mqdes,const char * u_msg_ptr,size_t msg_len,unsigned int msg_prio,const struct __kernel_timespec * u_abs_timeout,
276,mq_timedreceive,ok,long,5,mqd_t mqdes,char * u_msg_ptr,size_t msg_len,unsigned int * u_msg_prio,const struct __kernel_timespec * u_abs_timeout,
277,mq_notify,ok,long,2,mqd_t mqdes,const struct sigevent * u_notification,,,,
278,mq_getsetattr,ok,long,3,mqd_t mqdes,const struct mq_attr * u_mqstat,struct mq_attr * u_omqstat,,,
279,waitid,ok,long,5,int which,pid_t upid,struct siginfo * infop,int options,struct rusage * ru,
280,tee,ok,long,4,int fdin,int fdout,size_t len,unsigned int flags,,
281,add_key,ok,long,5,const char * _type,const char * _description,const void * _payload,size_t plen,key_serial_t ringid,
282,request_key,ok,long,4,const char * _type,const char * _description,const char * _callout_info,key_serial_t destringid,,
283,keyctl,ok,long,5,int option,unsigned long arg2,unsigned long arg3,unsigned long arg4,unsigned long arg5,
284,openat,ok,long,4,int dfd,const char * filename,int flags,umode_t mode,,
285,mkdirat,ok,long,3,int dfd,const char * pathname,umode_t mode,,,
286,mknodat,ok,long,4,int dfd,const char * filename,umode_t mode,unsigned int dev,,
287,fchownat,ok,long,5,int dfd,const char * filename,uid_t user,gid_t group,int flag,
288,futimesat,ok,long,3,int dfd,const char * filename,struct __kernel_old_timeval * utimes,,,
289,fstatat64,ok,long,4,int dfd,const char * filename,struct stat64 * statbuf,int flag,,
290,unlinkat,ok,long,3,int dfd,const char * pathname,int flag,,,
291,renameat,ok,long,4,int olddfd,const char * oldname,int newdfd,const char * newname,,
292,linkat,ok,long,5,int olddfd,const char * oldname,int newdfd,const char * newname,int flags,
293,symlinkat,ok,long,3,const char * oldname,int newdfd,const char * newname,,,
294,readlinkat,ok,long,4,int dfd,const char * pathname,char * buf,int bufsiz,,
295,fchmodat,ok,long,3,int dfd,const char * filename,umode_t mode,,,
296,faccessat,ok,long,3,int dfd,const char * filename,int mode,,,
297,pselect6,ok,long,6,int n,fd_set * inp,fd_set * outp,fd_set * exp,struct __kernel_timespec * tsp,void * sig
298,ppoll,ok,long,5,struct pollfd * ufds,unsigned int nfds,struct __kernel_timespec * tsp,const sigset_t * sigmask,size_t sigsetsize,
299,unshare,ok,long,1,unsigned long unshare_flags,,,,,
300,set_robust_list,ok,long,2,struct robust_list_head * head,size_t len,,,,
301,get_robust_list,ok,long,3,int pid,struct robust_list_head * * head_ptr,size_t * len_ptr,,,
302,migrate_pages,ok,long,4,pid_t pid,unsigned long maxnode,const unsigned long * old_nodes,const unsigned long * new_nodes,,
303,mbind,ok,long,6,unsigned long start,unsigned long len,unsigned long mode,const unsigned long * nmask,unsigned long maxnode,unsigned int flags
304,get_mempolicy,ok,long,5,int * policy,unsigned long * nmask,unsigned long maxnode,unsigned long addr,unsigned long flags,
305,set_mempolicy,ok,long,3,int mode,const unsigned long * nmask,unsigned long maxnode,,,
306,kexec_load,ok,long,4,unsigned long entry,unsigned long nr_segments,struct kexec_segment * segments,unsigned long flags,,
307,move_pages,ok,long,6,pid_t pid,unsigned long nr_pages,const void * * pages,const int * nodes,int * status,int flags
308,getcpu,ok,long,3,unsigned * cpup,unsigned * nodep,struct getcpu_cache * unused,,,
309,epoll_pwait,ok,long,6,int epfd,struct epoll_event * events,int maxevents,int timeout,const sigset_t * sigmask,size_t sigsetsize
310,utimensat,ok,long,4,int dfd,const char * filename,struct __kernel_timespec * utimes,int flags,,
311,signalfd,ok,long,3,int ufd,sigset_t * user_mask,size_t sizemask,,,
312,timerfd_create,ok,long,2,int clockid,int flags,,,,
313,eventfd,ok,long,1,unsigned int count,,,,,
314,fallocate,ok,long,4,int fd,int mode,loff_t offset,loff_t len,,
315,timerfd_settime,ok,long,4,int ufd,int flags,const struct __kernel_itimerspec * utmr,struct __kernel_itimerspec * otmr,,
316,timerfd_gettime,ok,long,2,int ufd,struct __kernel_itimerspec * otmr,,,,
317,signalfd4,ok,long,4,int ufd,sigset_t * user_mask,size_t sizemask,int flags,,
318,eventfd2,ok,long,2,unsigned int count,int flags,,,,
319,epoll_create1,ok,long,1,int flags,,,,,
320,dup3,ok,long,3,unsigned int oldfd,unsigned int newfd,int flags,,,
321,pipe2,ok,long,2,int * fildes,int flags,,,,
322,inotify_init1,ok,long,1,int flags,,,,,
323,accept4,ok,long,4,int fd,struct sockaddr * upeer_sockaddr,int * upeer_addrlen,int flags,,
324,preadv,ok,long,5,unsigned long fd,const struct iovec * vec,unsigned long vlen,unsigned long pos_l,unsigned long pos_h,
325,pwritev,ok,long,5,unsigned long fd,const struct iovec * vec,unsigned long vlen,unsigned long pos_l,unsigned long pos_h,
326,rt_tgsigqueueinfo,ok,long,4,pid_t tgid,pid_t pid,int sig,siginfo_t * uinfo,,
327,perf_event_open,ok,long,5,struct perf_event_attr * attr_uptr,pid_t pid,int cpu,int group_fd,unsigned long flags,
328,recvmmsg,ok,long,5,int fd,struct mmsghdr * mmsg,unsigned int vlen,unsigned int flags,struct __kernel_timespec * timeout,
329,fanotify_init,ok,long,2,unsigned int flags,unsigned int event_f_flags,,,,
330,fanotify_mark,ok,long,5,int fanotify_fd,unsigned int flags,__u64 mask,int dfd,const char * pathname,
331,prlimit64,ok,long,4,pid_t pid,unsigned int resource,const struct rlimit64 * new_rlim,struct rlimit64 * old_rlim,,
332,name_to_handle_at,ok,long,5,int dfd,const char * name,struct file_handle * handle,int * mnt_id,int flag,
333,open_by_handle_at,ok,long,3,int mountdirfd,struct file_handle * handle,int flags,,,
334,clock_adjtime,ok,long,2,const clockid_t which_clock,struct __kernel_timex * utx,,,,
335,syncfs,ok,long,1,int fd,,,,,
336,sendmmsg,ok,long,4,int fd,struct mmsghdr * mmsg,unsigned int vlen,unsigned int flags,,
337,setns,ok,long,2,int fd,int flags,,,,
338,process_vm_readv,ok,long,6,pid_t pid,const struct iovec * lvec,unsigned long liovcnt,const struct iovec * rvec,unsigned long riovcnt,unsigned long flags
339,process_vm_writev,ok,long,6,pid_t pid,const struct iovec * lvec,unsigned long liovcnt,const struct iovec * rvec,unsigned long riovcnt,unsigned long flags
340,kern_features,notimp,,,,,,,,
341,kcmp,ok,long,5,pid_t pid1,pid_t pid2,int type,unsigned long idx1,unsigned long idx2,
342,finit_module,ok,long,3,int fd,const char * uargs,int flags,,,
343,sched_setattr,ok,long,3,pid_t pid,struct sched_attr * uattr,unsigned int flags,,,
344,sched_getattr,ok,long,4,pid_t pid,struct sched_attr * uattr,unsigned int usize,unsigned int flags,,
345,renameat2,ok,long,5,int olddfd,const char * oldname,int newdfd,const char * newname,unsigned int flags,
346,seccomp,ok,long,3,unsigned int op,unsigned int flags,void * uargs,,,
347,getrandom,ok,long,3,char * ubuf,size_t len,unsigned int flags,,,
348,memfd_create,ok,long,2,const char * uname,unsigned int flags,,,,
349,bpf,ok,long,3,int cmd,union bpf_attr * uattr,unsigned int size,,,
350,execveat,ok,long,5,int fd,const char * filename,const char * const * argv,const char * const * envp,int flags,
351,membarrier,ok,long,3,int cmd,unsigned int flags,int cpu_id,,,
352,userfaultfd,ok,long,1,int flags,,,,,
353,bind,ok,long,3,int fd,struct sockaddr * umyaddr,int addrlen,,,
354,listen,ok,long,2,int fd,int backlog,,,,
355,setsockopt,ok,long,5,int fd,int level,int optname,char * optval,int optlen,
356,mlock2,ok,long,3,unsigned long start,size_t len,int flags,,,
357,copy_file_range,ok,long,6,int fd_in,loff_t * off_in,int fd_out,loff_t * off_out,size_t len,unsigned int flags
358,preadv2,ok,long,6,unsigned long fd,const struct iovec * vec,unsigned long vlen,unsigned long pos_l,unsigned long pos_h,rwf_t flags
359,pwritev2,ok,long,6,unsigned long fd,const struct iovec * vec,unsigned long vlen,unsigned long pos_l,unsigned long pos_h,rwf_t flags
360,statx,ok,long,5,int dfd,const char * filename,unsigned flags,unsigned int mask,struct statx * buffer,
361,io_pgetevents,ok,long,6,aio_context_t ctx_id,long min_nr,long nr,struct io_event * events,struct __kernel_timespec * timeout,const struct __aio_sigset * usig
362,pkey_mprotect,ok,long,4,unsigned long start,size_t len,unsigned long prot,int pkey,,
363,pkey_alloc,ok,long,2,unsigned long flags,unsigned long init_val,,,,
364,pkey_free,ok,long,1,int pkey,,,,,
365,rseq,ok,long,4,struct rseq * rseq,u32 rseq_len,int flags,u32 sig,,
393,semget,ok,long,3,key_t key,int nsems,int semflg,,,
394,semctl,ok,long,4,int semid,int semnum,int cmd,unsigned long arg,,
395,shmget,ok,long,3,key_t key,size_t size,int shmflg,,,
396,shmctl,ok,long,3,int shmid,int cmd,struct shmid_ds * buf,,,
397,shmat,ok,long,3,int shmid,char * shmaddr,int shmflg,,,
398,shmdt,ok,long,1,char * shmaddr,,,,,
399,msgget,ok,long,2,key_t key,int msgflg,,,,
400,msgsnd,ok,long,4,int msqid,struct msgbuf * msgp,size_t msgsz,int msgflg,,
