nr,name,status,return_type,param_count,param1,param2,param3,param4,param5,param6
108,fstat,ok,long,2,unsigned int fd,struct __old_kernel_stat * statbuf,,,,
111,vhangup,ok,long,0,,,,,,
114,wait4,ok,long,4,pid_t upid,int * stat_addr,int options,struct rusage * ru,,
115,swapoff,ok,long,1,const char * specialfile,,,,,
116,sysinfo,ok,long,1,struct sysinfo * info,,,,,
117,ipc,ok,long,6,unsigned int call,int first,unsigned long second,unsigned long third,void * ptr,long fifth
118,fsync,ok,long,1,unsigned int fd,,,,,
119,sigreturn,missing,,,,,,,,
120,clone,ok,long,5,unsigned long clone_flags,unsigned long newsp,int * parent_tidptr,int * child_tidptr,unsigned long tls,
121,setdomainname,ok,long,2,char * name,int len,,,,
122,uname,ok,long,1,struct old_utsname * name,,,,,
123,cacheflush,ok,int,4,unsigned long addr,int scope,int cache,unsigned long len,,
124,adjtimex,ok,long,1,struct __kernel_timex * txc_p,,,,,
125,mprotect,ok,long,3,unsigned long start,size_t len,unsigned long prot,,,
126,sigprocmask,ok,long,3,int how,old_sigset_t * nset,old_sigset_t * oset,,,
127,create_module,todo,,,,,,,,
128,init_module,ok,long,3,void * umod,unsigned long len,const char * uargs,,,
129,delete_module,ok,long,2,const char * name_user,unsigned int flags,,,,
130,get_kernel_syms,todo,,,,,,,,
131,quotactl,ok,long,4,unsigned int cmd,const char * special,qid_t id,void * addr,,
132,getpgid,ok,long,1,pid_t pid,,,,,
133,fchdir,ok,long,1,unsigned int fd,,,,,
134,bdflush,todo,,,,,,,,
135,sysfs,ok,long,3,int option,unsigned long arg1,unsigned long arg2,,,
136,personality,ok,long,1,unsigned int personality,,,,,
138,setfsuid,ok,long,1,uid_t uid,,,,,
139,setfsgid,ok,long,1,gid_t gid,,,,,
140,_llseek,ok,long,5,unsigned int fd,unsigned long offset_high,unsigned long offset_low,loff_t * result,unsigned int whence,
141,getdents,ok,long,3,unsigned int fd,struct linux_dirent * dirent,unsigned int count,,,
142,_newselect,ok,long,5,int n,fd_set * inp,fd_set * outp,fd_set * exp,struct __kernel_old_timeval * tvp,
143,flock,ok,long,2,unsigned int fd,unsigned int cmd,,,,
144,msync,ok,long,3,unsigned long start,size_t len,int flags,,,
145,readv,ok,long,3,unsigned long fd,const struct iovec * vec,unsigned long vlen,,,
146,writev,ok,long,3,unsigned long fd,const struct iovec * vec,unsigned long vlen,,,
147,getsid,ok,long,1,pid_t pid,,,,,
148,fdatasync,ok,long,1,unsigned int fd,,,,,
149,_sysctl,todo,,,,,,,,
150,mlock,ok,long,2,unsigned long start,size_t len,,,,
151,munlock,ok,long,2,unsigned long start,size_t len,,,,
152,mlockall,ok,long,1,int flags,,,,,
153,munlockall,ok,long,0,,,,,,
154,sched_setparam,ok,long,2,pid_t pid,struct sched_param * param,,,,
155,sched_getparam,ok,long,2,pid_t pid,struct sched_param * param,,,,
156,sched_setscheduler,ok,long,3,pid_t pid,int policy,struct sched_param * param,,,
157,sched_getscheduler,ok,long,1,pid_t pid,,,,,
158,sched_yield,ok,long,0,,,,,,
159,sched_get_priority_max,ok,long,1,int policy,,,,,
160,sched_get_priority_min,ok,long,1,int policy,,,,,
161,sched_rr_get_interval,ok,long,2,pid_t pid,struct __kernel_timespec * interval,,,,
162,nanosleep,ok,long,2,struct __kernel_timespec * rqtp,struct __kernel_timespec * rmtp,,,,
163,mremap,ok,long,5,unsigned long addr,unsigned long old_len,unsigned long new_len,unsigned long flags,unsigned long new_addr,
164,setresuid,ok,long,3,uid_t ruid,uid_t euid,uid_t suid,,,
165,getresuid,ok,long,3,uid_t * ruidp,uid_t * euidp,uid_t * suidp,,,
166,getpagesize,ok,int,0,,,,,,
167,query_module,todo,,,,,,,,
168,poll,ok,long,3,struct pollfd * ufds,unsigned int nfds,int timeout_msecs,,,
169,nfsservctl,todo,,,,,,,,
170,setresgid,ok,long,3,gid_t rgid,gid_t egid,gid_t sgid,,,
171,getresgid,ok,long,3,gid_t * rgidp,gid_t * egidp,gid_t * sgidp,,,
172,prctl,ok,long,5,int option,unsigned long arg2,unsigned long arg3,unsigned long arg4,unsigned long arg5,
173,rt_sigreturn,ok,long,1,struct pt_regs * regs,,,,,
174,rt_sigaction,ok,long,4,int sig,const struct sigaction * act,struct sigaction * oact,size_t sigsetsize,,
175,rt_sigprocmask,ok,long,4,int how,sigset_t * nset,sigset_t * oset,size_t sigsetsize,,
176,rt_sigpending,ok,long,2,sigset_t * uset,size_t sigsetsize,,,,
177,rt_sigtimedwait,ok,long,4,const sigset_t * uthese,siginfo_t * uinfo,const struct __kernel_timespec * uts,size_t sigsetsize,,
178,rt_sigqueueinfo,ok,long,3,pid_t pid,int sig,siginfo_t * uinfo,,,
179,rt_sigsuspend,ok,long,2,sigset_t * unewset,size_t sigsetsize,,,,
180,pread64,ok,long,4,unsigned int fd,char * buf,size_t count,loff_t pos,,
181,pwrite64,ok,long,4,unsigned int fd,const char * buf,size_t count,loff_t pos,,
182,lchown,ok,long,3,const char * filename,uid_t user,gid_t group,,,
183,getcwd,ok,long,2,char * buf,unsigned long size,,,,
184,capget,ok,long,2,cap_user_header_t header,cap_user_data_t dataptr,,,,
185,capset,ok,long,2,cap_user_header_t header,const cap_user_data_t data,,,,
186,sigaltstack,ok,long,2,const stack_t * uss,stack_t * uoss,,,,
187,sendfile,ok,long,4,int out_fd,int in_fd,off_t * offset,size_t count,,
188,getpmsg,todo,,,,,,,,
189,putpmsg,todo,,,,,,,,
190,vfork,ok,long,0,,,,,,
191,ugetrlimit,ok,long,2,unsigned int resource,struct rlimit * rlim,,,,
192,mmap2,ok,long,6,unsigned long addr,unsigned long len,unsigned long prot,unsigned long flags,unsigned long fd,unsigned long pgoff
193,truncate64,ok,long,2,const char * path,loff_t length,,,,
194,ftruncate64,ok,long,2,unsigned int fd,loff_t length,,,,
195,stat64,ok,long,2,const char * filename,struct stat64 * statbuf,,,,
196,lstat64,ok,long,2,const char * filename,struct stat64 * statbuf,,,,
197,fstat64,ok,long,2,unsigned long fd,struct stat64 * statbuf,,,,
198,chown32,ok,long,3,const char * filename,uid_t user,gid_t group,,,
199,getuid32,ok,long,0,,,,,,
200,getgid32,ok,long,0,,,,,,
201,geteuid32,ok,long,0,,,,,,
202,getegid32,ok,long,0,,,,,,
203,setreuid32,ok,long,2,uid_t ruid,uid_t euid,,,,
204,setregid32,ok,long,2,gid_t rgid,gid_t egid,,,,
205,getgroups32,ok,long,2,int gidsetsize,gid_t * grouplist,,,,
206,setgroups32,ok,long,2,int gidsetsize,gid_t * grouplist,,,,
207,fchown32,ok,long,3,unsigned int fd,uid_t user,gid_t group,,,
208,setresuid32,ok,long,3,uid_t ruid,uid_t euid,uid_t suid,,,
209,getresuid32,ok,long,3,uid_t * ruid,uid_t * euid,uid_t * suid,,,
210,setresgid32,ok,long,3,gid_t rgid,gid_t egid,gid_t sgid,,,
211,getresgid32,ok,long,3,gid_t * rgid,gid_t * egid,gid_t * sgid,,,
212,lchown32,ok,long,3,const char * filename,uid_t user,gid_t group,,,
213,setuid32,ok,long,1,uid_t uid,,,,,
214,setgid32,ok,long,1,gid_t gid,,,,,
215,setfsuid32,ok,long,1,uid_t uid,,,,,
216,setfsgid32,ok,long,1,gid_t gid,,,,,
217,pivot_root,ok,long,2,const char * new_root,const char * put_old,,,,
220,getdents64,ok,long,3,unsigned int fd,struct linux_dirent64 * dirent,unsigned int count,,,
221,gettid,ok,long,0,,,,,,
222,tkill,ok,long,2,pid_t pid,int sig,,,,
223,setxattr,ok,long,5,const char * pathname,const char * name,const void * value,size_t size,int flags,
224,lsetxattr,ok,long,5,const char * pathname,const char * name,const void * value,size_t size,int flags,
225,fsetxattr,ok,long,5,int fd,const char * name,const void * value,size_t size,int flags,
226,getxattr,ok,long,4,const char * pathname,const char * name,void * value,size_t size,,
227,lgetxattr,ok,long,4,const char * pathname,const char * name,void * value,size_t size,,
228,fgetxattr,ok,long,4,int fd,const char * name,void * value,size_t size,,
229,listxattr,ok,long,3,const char * pathname,char * list,size_t size,,,
230,llistxattr,ok,long,3,const char * pathname,char * list,size_t size,,,
231,flistxattr,ok,long,3,int fd,char * list,size_t size,,,
232,removexattr,ok,long,2,const char * pathname,const char * name,,,,
233,lremovexattr,ok,long,2,const char * pathname,const char * name,,,,
234,fremovexattr,ok,long,2,int fd,const char * name,,,,
235,futex,ok,long,6,u32 * uaddr,int op,u32 val,const struct __kernel_timespec * utime,u32 * uaddr2,u32 val3
236,sendfile64,ok,long,4,int out_fd,int in_fd,loff_t * offset,size_t count,,
237,mincore,ok,long,3,unsigned long start,size_t len,unsigned char * vec,,,
238,madvise,ok,long,3,unsigned long start,size_t len_in,int behavior,,,
239,fcntl64,ok,long,3,unsigned int fd,unsigned int cmd,unsigned long arg,,,
240,readahead,ok,long,3,int fd,loff_t offset,size_t count,,,
241,io_setup,ok,long,2,unsigned nr_events,aio_context_t * ctxp,,,,
242,io_destroy,ok,long,1,aio_context_t ctx,,,,,
243,io_getevents,ok,long,5,aio_context_t ctx_id,long min_nr,long nr,struct io_event * events,struct __kernel_timespec * timeout,
244,io_submit,ok,long,3,aio_context_t ctx_id,long nr,struct iocb * * iocbpp,,,
245,io_cancel,ok,long,3,aio_context_t ctx_id,struct iocb * iocb,struct io_event * result,,,
246,fadvise64,ok,long,4,int fd,loff_t offset,size_t len,int advice,,
247,exit_group,ok,long,1,int error_code,,,,,
248,lookup_dcookie,todo,,,,,,,,
249,epoll_create,ok,long,1,int size,,,,,
250,epoll_ctl,ok,long,4,int epfd,int op,int fd,struct epoll_event * event,,
251,epoll_wait,ok,long,4,int epfd,struct epoll_event * events,int maxevents,int timeout,,
252,remap_file_pages,ok,long,5,unsigned long start,unsigned long size,unsigned long prot,unsigned long pgoff,unsigned long flags,
253,set_tid_address,ok,long,1,int * tidptr,,,,,
254,timer_create,ok,long,3,const clockid_t which_clock,struct sigevent * timer_event_spec,timer_t * created_timer_id,,,
255,timer_settime,ok,long,4,timer_t timer_id,int flags,const struct __kernel_itimerspec * new_setting,struct __kernel_itimerspec * old_setting,,
256,timer_gettime,ok,long,2,timer_t timer_id,struct __kernel_itimerspec * setting,,,,
257,timer_getoverrun,ok,long,1,timer_t timer_id,,,,,
258,timer_delete,ok,long,1,timer_t timer_id,,,,,
259,clock_settime,ok,long,2,const clockid_t which_clock,const struct __kernel_timespec * tp,,,,
260,clock_gettime,ok,long,2,const clockid_t which_clock,struct __kernel_timespec * tp,,,,
261,clock_getres,ok,long,2,const clockid_t which_clock,struct __kernel_timespec * tp,,,,
262,clock_nanosleep,ok,long,4,const clockid_t which_clock,int flags,const struct __kernel_timespec * rqtp,struct __kernel_timespec * rmtp,,
263,statfs64,ok,long,3,const char * pathname,size_t sz,struct statfs64 * buf,,,
264,fstatfs64,ok,long,3,unsigned int fd,size_t sz,struct statfs64 * buf,,,
265,tgkill,ok,long,3,pid_t tgid,pid_t pid,int sig,,,
266,utimes,ok,long,2,char * filename,struct __kernel_old_timeval * utimes,,,,
267,fadvise64_64,ok,long,4,int fd,loff_t offset,loff_t len,int advice,,
268,mbind,ok,long,6,unsigned long start,unsigned long len,unsigned long mode,const unsigned long * nmask,unsigned long maxnode,unsigned int flags
269,get_mempolicy,ok,long,5,int * policy,unsigned long * nmask,unsigned long maxnode,unsigned long addr,unsigned long flags,
270,set_mempolicy,ok,long,3,int mode,const unsigned long * nmask,unsigned long maxnode,,,
271,mq_open,ok,long,4,const char * u_name,int oflag,umode_t mode,struct mq_attr * u_attr,,
272,mq_unlink,ok,long,1,const char * u_name,,,,,
273,mq_timedsend,ok,long,5,mqd_t mqdes,const char * u_msg_ptr,size_t msg_len,unsigned int msg_prio,const struct __kernel_timespec * u_abs_timeout,
274,mq_timedreceive,ok,long,5,mqd_t mqdes,char * u_msg_ptr,size_t msg_len,unsigned int * u_msg_prio,const struct __kernel_timespec * u_abs_timeout,
275,mq_notify,ok,long,2,mqd_t mqdes,const struct sigevent * u_notification,,,,
276,mq_getsetattr,ok,long,3,mqd_t mqdes,const struct mq_attr * u_mqstat,struct mq_attr * u_omqstat,,,
277,waitid,ok,long,5,int which,pid_t upid,struct siginfo * infop,int options,struct rusage * ru,
279,add_key,ok,long,5,const char * _type,const char * _description,const void * _payload,size_t plen,key_serial_t ringid,
280,request_key,ok,long,4,const char * _type,const char * _description,const char * _callout_info,key_serial_t destringid,,
281,keyctl,ok,long,5,int option,unsigned long arg2,unsigned long arg3,unsigned long arg4,unsigned long arg5,
282,ioprio_set,ok,long,3,int which,int who,int ioprio,,,
283,ioprio_get,ok,long,2,int which,int who,,,,
284,inotify_init,ok,long,0,,,,,,
285,inotify_add_watch,ok,long,3,int fd,const char * pathname,u32 mask,,,
286,inotify_rm_watch,ok,long,2,int fd,__s32 wd,,,,
287,migrate_pages,ok,long,4,pid_t pid,unsigned long maxnode,const unsigned long * old_nodes,const unsigned long * new_nodes,,
288,openat,ok,long,4,int dfd,const char * filename,int flags,umode_t mode,,
289,mkdirat,ok,long,3,int dfd,const char * pathname,umode_t mode,,,
290,mknodat,ok,long,4,int dfd,const char * filename,umode_t mode,unsigned int dev,,
291,fchownat,ok,long,5,int dfd,const char * filename,uid_t user,gid_t group,int flag,
292,futimesat,ok,long,3,int dfd,const char * filename,struct __kernel_old_timeval * utimes,,,
293,fstatat64,ok,long,4,int dfd,const char * filename,struct stat64 * statbuf,int flag,,
294,unlinkat,ok,long,3,int dfd,const char * pathname,int flag,,,
295,renameat,ok,long,4,int olddfd,const char * oldname,int newdfd,const char * newname,,
296,linkat,ok,long,5,int olddfd,const char * oldname,int newdfd,const char * newname,int flags,
297,symlinkat,ok,long,3,const char * oldname,int newdfd,const char * newname,,,
298,readlinkat,ok,long,4,int dfd,const char * pathname,char * buf,int bufsiz,,
299,fchmodat,ok,long,3,int dfd,const char * filename,umode_t mode,,,
300,faccessat,ok,long,3,int dfd,const char * filename,int mode,,,
301,pselect6,ok,long,6,int n,fd_set * inp,fd_set * outp,fd_set * exp,struct __kernel_timespec * tsp,void * sig
302,ppoll,ok,long,5,struct pollfd * ufds,unsigned int nfds,struct __kernel_timespec * tsp,const sigset_t * sigmask,size_t sigsetsize,
303,unshare,ok,long,1,unsigned long unshare_flags,,,,,
304,set_robust_list,ok,long,2,struct robust_list_head * head,size_t len,,,,
305,get_robust_list,ok,long,3,int pid,struct robust_list_head * * head_ptr,size_t * len_ptr,,,
306,splice,ok,long,6,int fd_in,loff_t * off_in,int fd_out,loff_t * off_out,size_t len,unsigned int flags
307,sync_file_range,ok,long,4,int fd,loff_t offset,loff_t nbytes,unsigned int flags,,
308,tee,ok,long,4,int fdin,int fdout,size_t len,unsigned int flags,,
309,vmsplice,ok,long,4,int fd,const struct iovec * uiov,unsigned long nr_segs,unsigned int flags,,
310,move_pages,ok,long,6,pid_t pid,unsigned long nr_pages,const void * * pages,const int * nodes,int * status,int flags
311,sched_setaffinity,ok,long,3,pid_t pid,unsigned int len,unsigned long * user_mask_ptr,,,
312,sched_getaffinity,ok,long,3,pid_t pid,unsigned int len,unsigned long * user_mask_ptr,,,
313,kexec_load,ok,long,4,unsigned long entry,unsigned long nr_segments,struct kexec_segment * segments,unsigned long flags,,
314,getcpu,ok,long,3,unsigned * cpup,unsigned * nodep,struct getcpu_cache * unused,,,
315,epoll_pwait,ok,long,6,int epfd,struct epoll_event * events,int maxevents,int timeout,const sigset_t * sigmask,size_t sigsetsize
316,utimensat,ok,long,4,int dfd,const char * filename,struct __kernel_timespec * utimes,int flags,,
317,signalfd,ok,long,3,int ufd,sigset_t * user_mask,size_t sizemask,,,
318,timerfd_create,ok,long,2,int clockid,int flags,,,,
319,eventfd,ok,long,1,unsigned int count,,,,,
320,fallocate,ok,long,4,int fd,int mode,loff_t offset,loff_t len,,
321,timerfd_settime,ok,long,4,int ufd,int flags,const struct __kernel_itimerspec * utmr,struct __kernel_itimerspec * otmr,,
322,timerfd_gettime,ok,long,2,int ufd,struct __kernel_itimerspec * otmr,,,,
323,signalfd4,ok,long,4,int ufd,sigset_t * user_mask,size_t sizemask,int flags,,
324,eventfd2,ok,long,2,unsigned int count,int flags,,,,
325,epoll_create1,ok,long,1,int flags,,,,,
326,dup3,ok,long,3,unsigned int oldfd,unsigned int newfd,int flags,,,
327,pipe2,ok,long,2,int * fildes,int flags,,,,
328,inotify_init1,ok,long,1,int flags,,,,,
329,preadv,ok,long,5,unsigned long fd,const struct iovec * vec,unsigned long vlen,unsigned long pos_l,unsigned long pos_h,
330,pwritev,ok,long,5,unsigned long fd,const struct iovec * vec,unsigned long vlen,unsigned long pos_l,unsigned long pos_h,
331,rt_tgsigqueueinfo,ok,long,4,pid_t tgid,pid_t pid,int sig,siginfo_t * uinfo,,
332,perf_event_open,ok,long,5,struct perf_event_attr * attr_uptr,pid_t pid,int cpu,int group_fd,unsigned long flags,
333,get_thread_area,ok,unsigned long,0,,,,,,
334,set_thread_area,ok,int,1,unsigned long tp,,,,,
335,atomic_cmpxchg_32,ok,int,6,unsigned long newval,int oldval,int d3,int d4,int d5,unsigned long * mem
336,atomic_barrier,ok,int,0,,,,,,
337,fanotify_init,ok,long,2,unsigned int flags,unsigned int event_f_flags,,,,
338,fanotify_mark,ok,long,5,int fanotify_fd,unsigned int flags,__u64 mask,int dfd,const char * pathname,
339,prlimit64,ok,long,4,pid_t pid,unsigned int resource,const struct rlimit64 * new_rlim,struct rlimit64 * old_rlim,,
340,name_to_handle_at,ok,long,5,int dfd,const char * name,struct file_handle * handle,int * mnt_id,int flag,
341,open_by_handle_at,ok,long,3,int mountdirfd,struct file_handle * handle,int flags,,,
342,clock_adjtime,ok,long,2,const clockid_t which_clock,struct __kernel_timex * utx,,,,
343,syncfs,ok,long,1,int fd,,,,,
344,setns,ok,long,2,int fd,int flags,,,,
345,process_vm_readv,ok,long,6,pid_t pid,const struct iovec * lvec,unsigned long liovcnt,const struct iovec * rvec,unsigned long riovcnt,unsigned long flags
346,process_vm_writev,ok,long,6,pid_t pid,const struct iovec * lvec,unsigned long liovcnt,const struct iovec * rvec,unsigned long riovcnt,unsigned long flags
347,kcmp,ok,long,5,pid_t pid1,pid_t pid2,int type,unsigned long idx1,unsigned long idx2,
348,finit_module,ok,long,3,int fd,const char * uargs,int flags,,,
349,sched_setattr,ok,long,3,pid_t pid,struct sched_attr * uattr,unsigned int flags,,,
350,sched_getattr,ok,long,4,pid_t pid,struct sched_attr * uattr,unsigned int usize,unsigned int flags,,
351,renameat2,ok,long,5,int olddfd,const char * oldname,int newdfd,const char * newname,unsigned int flags,
352,getrandom,ok,long,3,char * ubuf,size_t len,unsigned int flags,,,
353,memfd_create,ok,long,2,const char * uname,unsigned int flags,,,,
354,bpf,ok,long,3,int cmd,union bpf_attr * uattr,unsigned int size,,,
355,execveat,ok,long,5,int fd,const char * filename,const char * const * argv,const char * const * envp,int flags,
356,socket,ok,long,3,int family,int type,int protocol,,,
357,socketpair,ok,long,4,int family,int type,int protocol,int * usockvec,,
358,bind,ok,long,3,int fd,struct sockaddr * umyaddr,int addrlen,,,
359,connect,ok,long,3,int fd,struct sockaddr * uservaddr,int addrlen,,,
360,listen,ok,long,2,int fd,int backlog,,,,
361,accept4,ok,long,4,int fd,struct sockaddr * upeer_sockaddr,int * upeer_addrlen,int flags,,
362,getsockopt,ok,long,5,int fd,int level,int optname,char * optval,int * optlen,
363,setsockopt,ok,long,5,int fd,int level,int optname,char * optval,int optlen,
364,getsockname,ok,long,3,int fd,struct sockaddr * usockaddr,int * usockaddr_len,,,
365,getpeername,ok,long,3,int fd,struct sockaddr * usockaddr,int * usockaddr_len,,,
366,sendto,ok,long,6,int fd,void * buff,size_t len,unsigned int flags,struct sockaddr * addr,int addr_len
367,sendmsg,ok,long,3,int fd,struct user_msghdr * msg,unsigned int flags,,,
368,recvfrom,ok,long,6,int fd,void * ubuf,size_t size,unsigned int flags,struct sockaddr * addr,int * addr_len
369,recvmsg,ok,long,3,int fd,struct user_msghdr * msg,unsigned int flags,,,
370,shutdown,ok,long,2,int fd,int how,,,,
371,recvmmsg,ok,long,5,int fd,struct mmsghdr * mmsg,unsigned int vlen,unsigned int flags,struct __kernel_timespec * timeout,
372,sendmmsg,ok,long,4,int fd,struct mmsghdr * mmsg,unsigned int vlen,unsigned int flags,,
373,userfaultfd,ok,long,1,int flags,,,,,
374,membarrier,ok,long,3,int cmd,unsigned int flags,int cpu_id,,,
375,mlock2,ok,long,3,unsigned long start,size_t len,int flags,,,
376,copy_file_range,ok,long,6,int fd_in,loff_t * off_in,int fd_out,loff_t * off_out,size_t len,unsigned int flags
377,preadv2,ok,long,6,unsigned long fd,const struct iovec * vec,unsigned long vlen,unsigned long pos_l,unsigned long pos_h,rwf_t flags
378,pwritev2,ok,long,6,unsigned long fd,const struct iovec * vec,unsigned long vlen,unsigned long pos_l,unsigned long pos_h,rwf_t flags
379,statx,ok,long,5,int dfd,const char * filename,unsigned flags,unsigned int mask,struct statx * buffer,
380,seccomp,ok,long,3,unsigned int op,unsigned int flags,void * uargs,,,
381,pkey_mprotect,ok,long,4,unsigned long start,size_t len,unsigned long prot,int pkey,,
382,pkey_alloc,ok,long,2,unsigned long flags,unsigned long init_val,,,,
383,pkey_free,ok,long,1,int pkey,,,,,
384,rseq,ok,long,4,struct rseq * rseq,u32 rseq_len,int flags,u32 sig,,
393,semget,ok,long,3,key_t key,int nsems,int semflg,,,
394,semctl,ok,long,4,int semid,int semnum,int cmd,unsigned long arg,,
395,shmget,ok,long,3,key_t key,size_t size,int shmflg,,,
396,shmctl,ok,long,3,int shmid,int cmd,struct shmid_ds * buf,,,
397,shmat,ok,long,3,int shmid,char * shmaddr,int shmflg,,,
398,shmdt,ok,long,1,char * shmaddr,,,,,
399,msgget,ok,long,2,key_t key,int msgflg,,,,
