nr,name,status,return_type,param_count,param1,param2,param3,param4,param5,param6
434,mq_timedsend,ok,long,5,mqd_t mqdes,const char * u_msg_ptr,size_t msg_len,unsigned int msg_prio,const struct __kernel_timespec * u_abs_timeout,
435,mq_timedreceive,ok,long,5,mqd_t mqdes,char * u_msg_ptr,size_t msg_len,unsigned int * u_msg_prio,const struct __kernel_timespec * u_abs_timeout,
436,mq_notify,ok,long,2,mqd_t mqdes,const struct sigevent * u_notification,,,,
437,mq_getsetattr,ok,long,3,mqd_t mqdes,const struct mq_attr * u_mqstat,struct mq_attr * u_omqstat,,,
438,waitid,ok,long,5,int which,pid_t upid,struct siginfo * infop,int options,struct rusage * ru,
439,add_key,ok,long,5,const char * _type,const char * _description,const void * _payload,size_t plen,key_serial_t ringid,
440,request_key,ok,long,4,const char * _type,const char * _description,const char * _callout_info,key_serial_t destringid,,
441,keyctl,ok,long,5,int option,unsigned long arg2,unsigned long arg3,unsigned long arg4,unsigned long arg5,
442,ioprio_set,ok,long,3,int which,int who,int ioprio,,,
443,ioprio_get,ok,long,2,int which,int who,,,,
444,inotify_init,ok,long,0,,,,,,
445,inotify_add_watch,ok,long,3,int fd,const char * pathname,u32 mask,,,
446,inotify_rm_watch,ok,long,2,int fd,__s32 wd,,,,
447,fdatasync,ok,long,1,unsigned int fd,,,,,
448,kexec_load,ok,long,4,unsigned long entry,unsigned long nr_segments,struct kexec_segment * segments,unsigned long flags,,
449,migrate_pages,ok,long,4,pid_t pid,unsigned long maxnode,const unsigned long * old_nodes,const unsigned long * new_nodes,,
450,openat,ok,long,4,int dfd,const char * filename,int flags,umode_t mode,,
451,mkdirat,ok,long,3,int dfd,const char * pathname,umode_t mode,,,
452,mknodat,ok,long,4,int dfd,const char * filename,umode_t mode,unsigned int dev,,
453,fchownat,ok,long,5,int dfd,const char * filename,uid_t user,gid_t group,int flag,
454,futimesat,ok,long,3,int dfd,const char * filename,struct __kernel_old_timeval * utimes,,,
455,fstatat64,ok,long,4,int dfd,const char * filename,struct stat64 * statbuf,int flag,,
456,unlinkat,ok,long,3,int dfd,const char * pathname,int flag,,,
457,renameat,ok,long,4,int olddfd,const char * oldname,int newdfd,const char * newname,,
458,linkat,ok,long,5,int olddfd,const char * oldname,int newdfd,const char * newname,int flags,
459,symlinkat,ok,long,3,const char * oldname,int newdfd,const char * newname,,,
460,readlinkat,ok,long,4,int dfd,const char * pathname,char * buf,int bufsiz,,
461,fchmodat,ok,long,3,int dfd,const char * filename,umode_t mode,,,
462,faccessat,ok,long,3,int dfd,const char * filename,int mode,,,
463,pselect6,ok,long,6,int n,fd_set * inp,fd_set * outp,fd_set * exp,struct __kernel_timespec * tsp,void * sig
464,ppoll,ok,long,5,struct pollfd * ufds,unsigned int nfds,struct __kernel_timespec * tsp,const sigset_t * sigmask,size_t sigsetsize,
465,unshare,ok,long,1,unsigned long unshare_flags,,,,,
466,set_robust_list,ok,long,2,struct robust_list_head * head,size_t len,,,,
467,get_robust_list,ok,long,3,int pid,struct robust_list_head * * head_ptr,size_t * len_ptr,,,
468,splice,ok,long,6,int fd_in,loff_t * off_in,int fd_out,loff_t * off_out,size_t len,unsigned int flags
469,sync_file_range,ok,long,4,int fd,loff_t offset,loff_t nbytes,unsigned int flags,,
470,tee,ok,long,4,int fdin,int fdout,size_t len,unsigned int flags,,
471,vmsplice,ok,long,4,int fd,const struct iovec * uiov,unsigned long nr_segs,unsigned int flags,,
472,move_pages,ok,long,6,pid_t pid,unsigned long nr_pages,const void * * pages,const int * nodes,int * status,int flags
473,getcpu,ok,long,3,unsigned * cpup,unsigned * nodep,struct getcpu_cache * unused,,,
474,epoll_pwait,ok,long,6,int epfd,struct epoll_event * events,int maxevents,int timeout,const sigset_t * sigmask,size_t sigsetsize
475,utimensat,ok,long,4,int dfd,const char * filename,struct __kernel_timespec * utimes,int flags,,
476,signalfd,ok,long,3,int ufd,sigset_t * user_mask,size_t sizemask,,,
477,timerfd,todo,,,,,,,,
478,eventfd,ok,long,1,unsigned int count,,,,,
479,recvmmsg,ok,long,5,int fd,struct mmsghdr * mmsg,unsigned int vlen,unsigned int flags,struct __kernel_timespec * timeout,
480,fallocate,ok,long,4,int fd,int mode,loff_t offset,loff_t len,,
481,timerfd_create,ok,long,2,int clockid,int flags,,,,
482,timerfd_settime,ok,long,4,int ufd,int flags,const struct __kernel_itimerspec * utmr,struct __kernel_itimerspec * otmr,,
483,timerfd_gettime,ok,long,2,int ufd,struct __kernel_itimerspec * otmr,,,,
484,signalfd4,ok,long,4,int ufd,sigset_t * user_mask,size_t sizemask,int flags,,
485,eventfd2,ok,long,2,unsigned int count,int flags,,,,
486,epoll_create1,ok,long,1,int flags,,,,,
487,dup3,ok,long,3,unsigned int oldfd,unsigned int newfd,int flags,,,
488,pipe2,ok,long,2,int * fildes,int flags,,,,
489,inotify_init1,ok,long,1,int flags,,,,,
490,preadv,ok,long,5,unsigned long fd,const struct iovec * vec,unsigned long vlen,unsigned long pos_l,unsigned long pos_h,
491,pwritev,ok,long,5,unsigned long fd,const struct iovec * vec,unsigned long vlen,unsigned long pos_l,unsigned long pos_h,
492,rt_tgsigqueueinfo,ok,long,4,pid_t tgid,pid_t pid,int sig,siginfo_t * uinfo,,
493,perf_event_open,ok,long,5,struct perf_event_attr * attr_uptr,pid_t pid,int cpu,int group_fd,unsigned long flags,
494,fanotify_init,ok,long,2,unsigned int flags,unsigned int event_f_flags,,,,
495,fanotify_mark,ok,long,5,int fanotify_fd,unsigned int flags,__u64 mask,int dfd,const char * pathname,
496,prlimit64,ok,long,4,pid_t pid,unsigned int resource,const struct rlimit64 * new_rlim,struct rlimit64 * old_rlim,,
497,name_to_handle_at,ok,long,5,int dfd,const char * name,struct file_handle * handle,int * mnt_id,int flag,
498,open_by_handle_at,ok,long,3,int mountdirfd,struct file_handle * handle,int flags,,,
499,clock_adjtime,ok,long,2,const clockid_t which_clock,struct __kernel_timex * utx,,,,
500,syncfs,ok,long,1,int fd,,,,,
501,setns,ok,long,2,int fd,int flags,,,,
502,accept4,ok,long,4,int fd,struct sockaddr * upeer_sockaddr,int * upeer_addrlen,int flags,,
503,sendmmsg,ok,long,4,int fd,struct mmsghdr * mmsg,unsigned int vlen,unsigned int flags,,
504,process_vm_readv,ok,long,6,pid_t pid,const struct iovec * lvec,unsigned long liovcnt,const struct iovec * rvec,unsigned long riovcnt,unsigned long flags
505,process_vm_writev,ok,long,6,pid_t pid,const struct iovec * lvec,unsigned long liovcnt,const struct iovec * rvec,unsigned long riovcnt,unsigned long flags
506,kcmp,ok,long,5,pid_t pid1,pid_t pid2,int type,unsigned long idx1,unsigned long idx2,
507,finit_module,ok,long,3,int fd,const char * uargs,int flags,,,
508,sched_setattr,ok,long,3,pid_t pid,struct sched_attr * uattr,unsigned int flags,,,
509,sched_getattr,ok,long,4,pid_t pid,struct sched_attr * uattr,unsigned int usize,unsigned int flags,,
510,renameat2,ok,long,5,int olddfd,const char * oldname,int newdfd,const char * newname,unsigned int flags,
511,getrandom,ok,long,3,char * ubuf,size_t len,unsigned int flags,,,
512,memfd_create,ok,long,2,const char * uname,unsigned int flags,,,,
513,execveat,ok,long,5,int fd,const char * filename,const char * const * argv,const char * const * envp,int flags,
514,seccomp,ok,long,3,unsigned int op,unsigned int flags,void * uargs,,,
515,bpf,ok,long,3,int cmd,union bpf_attr * uattr,unsigned int size,,,
516,userfaultfd,ok,long,1,int flags,,,,,
517,membarrier,ok,long,3,int cmd,unsigned int flags,int cpu_id,,,
518,mlock2,ok,long,3,unsigned long start,size_t len,int flags,,,
519,copy_file_range,ok,long,6,int fd_in,loff_t * off_in,int fd_out,loff_t * off_out,size_t len,unsigned int flags
520,preadv2,ok,long,6,unsigned long fd,const struct iovec * vec,unsigned long vlen,unsigned long pos_l,unsigned long pos_h,rwf_t flags
521,pwritev2,ok,long,6,unsigned long fd,const struct iovec * vec,unsigned long vlen,unsigned long pos_l,unsigned long pos_h,rwf_t flags
522,statx,ok,long,5,int dfd,const char * filename,unsigned flags,unsigned int mask,struct statx * buffer,
523,io_pgetevents,ok,long,6,aio_context_t ctx_id,long min_nr,long nr,struct io_event * events,struct __kernel_timespec * timeout,const struct __aio_sigset * usig
524,pkey_mprotect,ok,long,4,unsigned long start,size_t len,unsigned long prot,int pkey,,
525,pkey_alloc,ok,long,2,unsigned long flags,unsigned long init_val,,,,
526,pkey_free,ok,long,1,int pkey,,,,,
527,rseq,ok,long,4,struct rseq * rseq,u32 rseq_len,int flags,u32 sig,,
528,statfs64,ok,long,3,const char * pathname,size_t sz,struct statfs64 * buf,,,
529,fstatfs64,ok,long,3,unsigned int fd,size_t sz,struct statfs64 * buf,,,
530,getegid,ok,long,0,,,,,,
531,geteuid,ok,long,0,,,,,,
532,getppid,ok,long,0,,,,,,
534,pidfd_send_signal,ok,long,4,int pidfd,int sig,siginfo_t * info,unsigned int flags,,
535,io_uring_setup,ok,long,2,u32 entries,struct io_uring_params * params,,,,
536,io_uring_enter,ok,long,6,unsigned int fd,u32 to_submit,u32 min_complete,u32 flags,const void * argp,size_t argsz
537,io_uring_register,ok,long,4,unsigned int fd,unsigned int opcode,void * arg,unsigned int nr_args,,
538,open_tree,ok,long,3,int dfd,const char * filename,unsigned flags,,,
539,move_mount,ok,long,5,int from_dfd,const char * from_pathname,int to_dfd,const char * to_pathname,unsigned int flags,
540,fsopen,ok,long,2,const char * _fs_name,unsigned int flags,,,,
541,fsconfig,ok,long,5,int fd,unsigned int cmd,const char * _key,const void * _value,int aux,
542,fsmount,ok,long,3,int fs_fd,unsigned int flags,unsigned int attr_flags,,,
543,fspick,ok,long,3,int dfd,const char * path,unsigned int flags,,,
544,pidfd_open,ok,long,2,pid_t pid,unsigned int flags,,,,
546,close_range,ok,long,3,unsigned int fd,unsigned int max_fd,unsigned int flags,,,
547,openat2,ok,long,4,int dfd,const char * filename,struct open_how * how,size_t usize,,
548,pidfd_getfd,ok,long,3,int pidfd,int fd,unsigned int flags,,,
549,faccessat2,ok,long,4,int dfd,const char * filename,int mode,int flags,,
550,process_madvise,ok,long,5,int pidfd,const struct iovec * vec,size_t vlen,int behavior,unsigned int flags,
551,epoll_pwait2,ok,long,6,int epfd,struct epoll_event * events,int maxevents,const struct __kernel_timespec * timeout,const sigset_t * sigmask,size_t sigsetsize
552,mount_setattr,ok,long,5,int dfd,const char * path,unsigned int flags,struct mount_attr * uattr,size_t usize,
553,quotactl_fd,ok,long,4,unsigned int fd,unsigned int cmd,qid_t id,void * addr,,
554,landlock_create_ruleset,ok,long,3,const struct landlock_ruleset_attr * const attr,const size_t size,const __u32 flags,,,
555,landlock_add_rule,ok,long,4,const int ruleset_fd,const enum landlock_rule_type rule_type,const void * const rule_attr,const __u32 flags,,
556,landlock_restrict_self,ok,long,2,const int ruleset_fd,const __u32 flags,,,,
558,process_mrelease,ok,long,2,int pidfd,unsigned int flags,,,,
559,futex_waitv,ok,long,5,struct futex_waitv * waiters,unsigned int nr_futexes,unsigned int flags,struct __kernel_timespec * timeout,clockid_t clockid,
560,set_mempolicy_home_node,todo,,,,,,,,
561,cachestat,ok,long,4,unsigned int fd,struct cachestat_range * cstat_range,struct cachestat * cstat,unsigned int flags,,
562,fchmodat2,ok,long,4,int dfd,const char * filename,umode_t mode,unsigned int flags,,
563,map_shadow_stack,ok,long,3,unsigned long addr,unsigned long size,unsigned int flags,,,
564,futex_wake,ok,long,4,void * uaddr,unsigned long mask,int nr,unsigned int flags,,
565,futex_wait,ok,long,6,void * uaddr,unsigned long val,unsigned long mask,unsigned int flags,struct __kernel_timespec * timeout,clockid_t clockid
566,futex_requeue,ok,long,4,struct futex_waitv * waiters,unsigned int flags,int nr_wake,int nr_requeue,,
567,statmount,ok,long,4,const struct mnt_id_req * req,struct statmount * buf,size_t bufsize,unsigned int flags,,
568,listmount,ok,long,4,const struct mnt_id_req * req,u64 * buf,size_t bufsize,unsigned int flags,,
569,lsm_get_self_attr,ok,long,4,unsigned int attr,struct lsm_ctx * ctx,size_t * size,u32 flags,,
570,lsm_set_self_attr,ok,long,4,unsigned int attr,struct lsm_ctx * ctx,size_t size,u32 flags,,
571,lsm_list_modules,ok,long,3,u64 * ids,size_t * size,u32 flags,,,
